Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
276,"alkaline, battery, single, use, varta",Varta Back - up charger + 2 x AA 2100 mAh || Varta 57062 101 441 battery charger || Varta Power Play Mobile Charger,Electronics > Batteries > Rechargeable Batteries,Electronics > Batteries > Rechargeable Batteries,Electronics > Batteries > Rechargeable Batteries,Stage2,Electronics,Batteries,Rechargeable Batteries,0.3415,2,Acceptable (0.30-0.45)
277,"audio, converter, hdmi, vga, video","Samsung EPL-FU10 MicroUSB MHL Black || Tripp Lite Micro HDMI to VGA + Audio Converter Adapter for Smartphones / Tablets / Ultrabooks - 1920 x 1200, 1080p || Techly HDMI to VGA Adapter + Audio R / L + USB ICOC HDMI-VGAU",Electronics > Video & Audio Equipment > Converters & Adapters,Electronics > Cables & Connectors > Converters & Adapters,Electronics > Video & Audio Equipment > Converters & Adapters,Stage1_kept,Electronics,Video & Audio Equipment,Converters & Adapters,0.5231,2,Good (0.45-0.60)
278,"exchange, microsoft, rnw, suite, trend","DELL 01-SSC-1874 software license/upgrade 1 license(s) || Trend Micro ScanMail Suite f/Microsoft Exchange, RNW, EDU, 29m, 251-500u Renewal || Trend Micro ScanMail Suite f/Microsoft Exchange, RNW, GOV, 32m, 51-100u Renewal",Software > Security Software > Antivirus and Related Suites,Software > Security Software > Antivirus Suites,Software > Security Software > Antivirus Suites,Stage2,Software,Security Software,Antivirus Suites,0.3769,2,Acceptable (0.30-0.45)
279,"display, filter, origin, privacy, storage","Origin Storage OSFNB4WAD15.6WL/P display privacy filters Frameless display privacy filter 39.6 cm (15.6"") || Origin Storage OSFT4WAD10.5L/P-IPP display privacy filters Frameless display privacy filter 26.7 cm (10.5"") || Origin Storage OSFP2WAD5.5P-IP8P display privacy filters",Electronics > Displays & Monitors > Privacy Filters,Electronics > Privacy Filters > DisplayPrivacyFilters,Electronics > Privacy Filters > DisplayPrivacyFilters,Stage2,Electronics,Privacy Filters,DisplayPrivacyFilters,0.5554,2,Good (0.45-0.60)
280,"apc, power, supply, uninterruptible, ups",APC Battery Management Harness || APC Level 1 Internal Batteries for Galaxy 3000 Single-use battery Alkaline || APC P12U2 power distribution unit (PDU) Black 12 AC outlet(s),Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Electronics > Power Management > Uninterruptible Power Supplies,Stage2,Electronics,Power Management,Uninterruptible Power Supplies,0.353,2,Acceptable (0.30-0.45)
281,"business, micro, security, trend, worry","Trend Micro MSNA0070 antivirus security software || Fujitsu McAffee AntiVirus 100-pack || Trend Micro Worry-Free Business Security 9 Advanced, C-Upg, 51-100U, 1y, ML 1 year(s) Multilingual",Software > Security Software > Business Security Solutions,Software > Security Software > Business Security Solutions,Software > Security Software > Business Security Solutions,Stage2,Software,Security Software,Business Security Solutions,0.4157,2,Acceptable (0.30-0.45)
282,"accessory, black, gb, storio, vtech",TooQ UMCS0004-B CPU holder Cart CPU holder Black || iTek LUNAR 19R2 Midi-Tower Black || TooQ TQC-X9010B computer case Midi-Tower Black,Electronics > Computer Accessories > Cases & Towers,Electronics > Computer Accessories > Cases & Towers,Electronics > Computer Accessories > Cases & Towers,Stage2,Electronics,Computer Accessories,Cases & Towers,0.5478,2,Good (0.45-0.60)
283,"1d, bar, black, code, reader",HP BarCode Printing USB Solution || Approx appLS00 Handheld bar code reader 1D Laser Black || iggual IGG315705 barcode reader Handheld bar code reader 1D Laser Black,Electronics > Scanners & Barcode Readers > Barcode Readers,Electronics > Barcode Readers > 1D Bar Code Reader,Electronics > Barcode Readers > 1D Bar Code Reader,Stage2,Electronics,Barcode Readers,1D Bar Code Reader,0.6691,2,Excellent (≥0.60)
284,"lamp, projector, projectors, replacement, v7","V7 Projector Lamp for selected projectors by MITSUBISHI || V7 Projector Lamp for selected projectors by DREAM VISION, GEHA, IBM, INFOC || V7 LMP-C162 projector lamp",Electronics > Projectors & Displays > Replacement Parts,Electronics > Projectors & Displays > Replacement Parts,Electronics > Projectors & Displays > Replacement Parts,Stage2,Electronics,Projectors & Displays,Replacement Parts,0.5058,2,Good (0.45-0.60)
285,"dell, nbd, plus, powerconnect, pro","DELL UPG 3YR Pro, NBD - 5YR Pro Plus, 4HR MC, PowerConnect 2xxx || DELL UPG 3YR Pro, NBD - 3YR Pro Plus, 4HR MC, PowerConnect 8xxx || DELL UPG 3YR Pro, NBD - 5YR Pro Plus, 4HR MC, PowerConnect 6xxx",Electronics > Networking Equipment > Network Adapters,Electronics > Networking Equipment > Network Adapters,Electronics > Networking Equipment > Network Adapters,Stage2,Electronics,Networking Equipment,Network Adapters,0.3559,2,Acceptable (0.30-0.45)
286,"business, home, hp, microsoft, office","HP MS Office 365 Personal 1 license(s) 1 year(s) Dutch || DELL Microsoft Office Home & Business 2016, 1 PC 1 license(s) || HP Microsoft Office 2013 Home and Business Software",Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Stage2,Software,Productivity Software,Office Suites,0.4995,2,Good (0.45-0.60)
287,"descender, electrol, projecta, projection, screen","Projecta Descender Electrol 138 x 180 projection screen 2.11 m (83"") 4:3 || Projecta Descender Electrol 141 x 220 projection screen 2.46 m (97"") 16:10 || Projecta Tensioned Descender RF Electrol HD projection screen 185.4 cm (73"") 2.35:1",Electronics > Displays & Monitors > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Stage2,Electronics,Projectors & Displays,Projection Screens,0.6532,2,Excellent (≥0.60)
288,"600, hp, scanjet, scanner, sheet",HP Scanjet 4890 Photo Scanner || HP Scanjet G3110 Photo Scanner || HP Scanjet Enterprise Flow 7500 Flatbed Scanner,Office Supplies > Scanners & Accessories > Scanners,Office Supplies > Scanners > HP Scanjet Scanner,Office Supplies > Scanners > Scanjet Scanner,Stage2,Office Supplies,Scanners,Scanjet Scanner,0.7292,2,Excellent (≥0.60)
289,"battery, charger, duracell, multilife, philips",Lenovo 0B47012 battery charger || Philips MultiLife Battery charger SCB4060NB/10 || Philips MultiLife Battery charger SCB1490NB/12,Electronics > Batteries & Chargers > Battery Chargers,Electronics > Batteries & Chargers > Battery Chargers,Electronics > Batteries & Chargers > Battery Chargers,Stage2,Electronics,Batteries & Chargers,Battery Chargers,0.4178,2,Acceptable (0.30-0.45)
290,"acer, power, py, supply, unit",Acer SO.PSR52.001 power supply unit 650 W || Acer PY.35008.008 power supply unit 350 W || Acer PY.20009.001 power supply unit 200 W,Electronics > Computer Components > Power Supplies,Electronics > Computer Components > Power Supply Units,Electronics > Computer Components > Power Supply Units,Stage2,Electronics,Computer Components,Power Supply Units,0.5891,2,Good (0.45-0.60)
291,"digicom, ethernet, firewall, modem, router","Digicom Hub USB 2.0 7P 480 Mbit/s Black,Silver || Digicom HUSB70P-G03 480 Mbit/s White || Digicom HUSB 2.0-G04 480 Mbit/s White",Electronics > Networking Equipment > Modems & Routers,Electronics > Networking Equipment > Modems & Routers,Electronics > Networking Equipment > Modems & Routers,Stage2,Electronics,Networking Equipment,Modems & Routers,0.2803,2,Low (<0.30)
292,"ethernet, fast, gigabit, levelone, poe","LevelOne Industrial Power Supply, 48VDC, 40W, DIN-Rail, PoE Ready || LevelOne Industrial Power Supply, 60W, 24VDC, DIN-Rail || LevelOne Power Supply Box, 110-115V AC, Indoor/Outdoor",Electronics > Networking Equipment > Ethernet Adapters,Electronics > Networking Equipment > Ethernet Adapters,Electronics > Networking Equipment > Ethernet Adapters,Stage2,Electronics,Networking Equipment,Ethernet Adapters,0.3686,2,Acceptable (0.30-0.45)
293,"lenovo, mainboard, motherboard, spare, tablet",Lenovo 90003807 motherboard || Lenovo 90007039 motherboard BGA 1170 || Lenovo 90007091 motherboard BGA 1170,Electronics > Computer Components > Motherboards,Electronics > Computer Components > Motherboards,Electronics > Computer Components > Motherboards,Stage2,Electronics,Computer Components,Motherboards,0.4977,2,Good (0.45-0.60)
294,"16, asus, cm, gb, intel","ASUS Zen AiO ZN270IEUK-RA001T All-in-One PC/workstation 68.6 cm (27"") 1920 x 1080 pixels 7th gen Intel® Core™ i5 i5-7400T 8 GB DDR4-SDRAM 1128 GB HDD+SSD Grey || ASUS Zen AiO Pro Z240ICGK-GC068X All-in-One PC/workstation 60.5 cm (23.8"") 1920 x 1080 pixels 6th gen Intel® Core™ i5 i5-6400T 8 GB DDR4-SDRAM 1000 GB HDD Gold || ASUS ZenBook UX301LA-C4006H Blue Notebook 33.8 cm (13.3"") 1920 x 1080 pixels Touchscreen 4th gen Intel® Core™ i7 i7-4500U 8 GB DDR3L-SDRAM 256 GB SSD",Electronics > Computers & Notebooks > Desktop PCs,Electronics > Computers & Notebooks > Desktop PCs,Electronics > Computers & Notebooks > Desktop PCs,Stage2,Electronics,Computers & Notebooks,Desktop PCs,0.3607,2,Acceptable (0.30-0.45)
295,"holder, passive, phone, smartphone, speck","Speck GrabTab Fine Art Mobile phone/smartphone Red,Yellow Passive holder || Speck GrabTab Fine Art Collection Mobile phone/smartphone Blue Passive holder || Speck GrabTab Animal Kingdom Mobile phone/smartphone Black,Orange,White Passive holder",Electronics > Phone Accessories > Protective Cases,Electronics > Phone Accessories > Protective Cases,Electronics > Phone Accessories > Protective Cases,Stage2,Electronics,Phone Accessories,Protective Cases,0.4105,2,Acceptable (0.30-0.45)
296,"black, cm, gb, mah, samsung","Sandberg Bluetooth Selfie Remote || Cooler Master JAS mini Black,Blue || Motorola TurboPower Battery cover Black",Electronics > Mobile Accessories > Chargers,Electronics > Chargers > Samsung Chargers,Electronics > Mobile Accessories > Chargers,Stage1_kept,Electronics,Mobile Accessories,Chargers,0.3156,2,Acceptable (0.30-0.45)
297,"idp, management, network, software, zyx",Zyxel ZYX-IDP-100-1 network management software || Zyxel ZYX-IDP-200-2 network management software || Zyxel ZYX-IDP-1000-1 network management software,Software > Network Management Software > IDP Solutions,Software > Network Management Software > IDP Solutions,Software > Network Management Software > IDP Solutions,Stage2,Software,Network Management Software,IDP Solutions,0.6311,2,Excellent (≥0.60)
298,"12, antenna, digital, philips, tv",Philips SDV4230 UHF/VHF/FM Indoor 36 dB amplified TV antenna || Philips TV antenna SDV6120/10 || Philips Digital TV antenna SDV5120/12,Electronics > Antennas & Accessories > TV Antennas,Electronics > TV Antennas > Philips TV Antenna,Electronics > TV Antennas > TV Antenna,Stage2,Electronics,TV Antennas,TV Antenna,0.6938,2,Excellent (≥0.60)
299,"dell, nbd, plus, pro, upg","DELL 3Y NBD - 3Y PS+, NBD, PE R820 || DELL 3Y NBD - 5Y PRO+, NBD, PE R420 || DELL UPG LLW - 5YR Pro Plus, 4HR MC, PowerConnect 7xxx",Electronics > Laptops & Notebooks > Laptop Models,Electronics > Laptops & Notebooks > Dell Laptop Models,Electronics > Laptops & Notebooks > Laptop Models,Stage2,Electronics,Laptops & Notebooks,Laptop Models,0.44,2,Acceptable (0.30-0.45)
300,"black, c2g, cable, db9, serial",C2G 6ft Centronics 36 Extension Cable M/F C36M C36F Grey || C2G C36 F/F Mini Gender Changer C36F Black || StarTech.com 6ft Straight Through Serial Cable - DB9 M/F,Electronics > Cables & Connectors > Serial Cables,Electronics > Cables & Connectors > Serial Cables,Electronics > Cables & Connectors > Serial Cables,Stage2,Electronics,Cables & Connectors,Serial Cables,0.5739,2,Good (0.45-0.60)
301,"ml, multilingual, nw, serverprotect, win","Trend Micro ServerProtect f/ Win/NW & Lin, RNW, 501-750u, 11m, ML Renewal Multilingual || Trend Micro ServerProtect f/ Win/NW & Lin, RNW, 501-750u, 25m, ML Renewal Multilingual || Trend Micro ServerProtect f/ Win/NW & Lin, GOV, RNW, 251-500u, 25m, ML Renewal Multilingual",Software > Security Software > Server Protection,Software > Security Software > Server Protection,Software > Security Software > Server Protection,Stage2,Software,Security Software,Server Protection,0.3258,2,Acceptable (0.30-0.45)
302,"2010, hp, microsoft, office, professional","HP Microsoft Office Professional 2010, SP1, SLK Slovak || HP Microsoft Office Professional 2010, ROM Romanian || HP Microsoft Office Professional 2010, SP1, FIN Finnish",Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Software > Productivity Software > Office Suites,Stage2,Software,Productivity Software,Office Suites,0.5049,2,Good (0.45-0.60)
303,"battery, eaton, sealed, ups, vrla",Eaton 68767 UPS battery Sealed Lead Acid (VRLA) || Eaton 7590108 UPS battery 65 Ah 12 V || Eaton 68768 UPS battery Sealed Lead Acid (VRLA),Electronics > Power Supplies > Uninterruptible Power Supply Batteries,Electronics > Batteries > Uninterruptible Power Supply (UPS) Batteries,Electronics > Batteries > Uninterruptible Power Supply (UPS) Batteries,Stage2,Electronics,Batteries,Uninterruptible Power Supply (UPS) Batteries,0.4417,2,Acceptable (0.30-0.45)
304,"1200, a4, brother, dpi, laser",Brother NC-7100w print server || Brother BP71GP50 Premium Glossy photo paper White || Brother BP61GLL photo paper,Office Supplies > Printing Materials > Laser Printer Toner Cartridges,Office Supplies > Printing Materials > Toner Cartridges,Office Supplies > Printing Materials > Toner Cartridges,Stage2,Office Supplies,Printing Materials,Toner Cartridges,0.4956,2,Good (0.45-0.60)
305,"antenna, dbi, directional, network, omni","LevelOne 5m RPSMA Plug to RPSMA Jack Antenna Cable || LevelOne 1m Antenna Cable, CFD-400, N Male Plug to N Male Plug, Indoor/Outdoor || Zyxel Antenna cable, type N - type N, 12m coaxial cable Black",Electronics > Networking Equipment > Antenna Cables,Electronics > Antenna Cables > Antenna Cable,Electronics > Antenna Cables > Antenna Cable,Stage2,Electronics,Antenna Cables,Antenna Cable,0.4884,2,Good (0.45-0.60)
306,"600, documate, dpi, scanner, xerox",Xerox Documate 632 Flatbed scanner A4 || Xerox DocuMate 5445 Sheet-fed scanner White A4 || Xerox Documate 262 600 x 600 DPI Sheet-fed scanner,Office Supplies > Scanners & Accessories > Scanner,Office Supplies > Scanners & Accessories > Scanner,Office Supplies > Scanners & Accessories > Scanner,Stage2,Office Supplies,Scanners & Accessories,Scanner,0.5264,2,Good (0.45-0.60)
307,"100nas, firewall, hardware, mbit, netgear",Netgear UTM150EW3-100NAS hardware firewall 900 Mbit/s 1U || Netgear UTM50EW3-100NAS hardware firewall 400 Mbit/s 1U || Netgear UTM25EW3-100NAS hardware firewall 127 Mbit/s 1U,Electronics > Networking Hardware > Firewalls,Electronics > Network Equipment > Firewalls,Electronics > Network Equipment > Firewalls,Stage2,Electronics,Network Equipment,Firewalls,0.6032,2,Excellent (≥0.60)
308,"black, book, gb, reader, wi","Icarus M701BK-BU e-book reader 4 GB Black || Icarus E800BK-BURD e-book reader 4 GB Wi-Fi Black,Red || Icarus Illumina HD e-book reader Touchscreen 4 GB Wi-Fi Black",Electronics > Reading Devices > E-Book Readers,Electronics > Reading Devices > E-Book Readers,Electronics > Reading Devices > E-Book Readers,Stage2,Electronics,Reading Devices,E-Book Readers,0.5597,2,Good (0.45-0.60)
309,"gb, kobo, rakuten, reader, touchscreen",Rakuten Kobo Aura e-book reader Touchscreen 4 GB Wi-Fi Pink || Rakuten Kobo Touch e-book reader Touchscreen 2 GB Wi-Fi Black || Rakuten Kobo Touch e-book reader Touchscreen 2 GB Wi-Fi Lilac,Electronics > E-Readers > Ebook Readers,Electronics > E-Readers > Ebook Readers,Electronics > E-Readers > Ebook Readers,Stage2,Electronics,E-Readers,Ebook Readers,0.5636,2,Good (0.45-0.60)
